user_date,phonecharge_duration(sec),phonecharge_user
u01_2013-03-31,4321.0,u01
u01_2013-04-01,26240.0,u01
u01_2013-04-02,0.0,u01
u01_2013-04-03,21728.0,u01
u01_2013-04-04,0.0,u01
u01_2013-04-05,35097.0,u01
u01_2013-04-06,0.0,u01
u01_2013-04-07,0.0,u01
u01_2013-04-08,33189.0,u01
u01_2013-04-09,0.0,u01
u01_2013-04-10,20175.0,u01
u01_2013-04-11,33035.0,u01
u01_2013-04-12,24997.0,u01
u01_2013-04-13,4064.0,u01
u01_2013-04-14,0.0,u01
u01_2013-04-15,29250.0,u01
u01_2013-04-16,25512.0,u01
u01_2013-04-17,23878.0,u01
u01_2013-04-18,4030.0,u01
u01_2013-04-19,0.0,u01
u01_2013-04-20,17041.0,u01
u01_2013-04-21,24946.0,u01
u01_2013-04-22,29144.0,u01
u01_2013-04-23,0.0,u01
u01_2013-04-24,34694.0,u01
u01_2013-04-25,0.0,u01
u01_2013-04-26,27059.0,u01
u01_2013-04-27,32444.0,u01
u01_2013-04-28,0.0,u01
u01_2013-04-29,31631.0,u01
u01_2013-04-30,12850.0,u01
u01_2013-05-01,34072.0,u01
u01_2013-05-02,24638.0,u01
u01_2013-05-03,25120.0,u01
u01_2013-05-04,26743.0,u01
u01_2013-05-05,0.0,u01
u01_2013-05-06,0.0,u01
u01_2013-05-07,4192.0,u01
u01_2013-05-08,0.0,u01
u01_2013-05-09,0.0,u01
u01_2013-05-10,31891.0,u01
u01_2013-05-11,0.0,u01
u01_2013-05-12,0.0,u01
u01_2013-05-13,35100.0,u01
u01_2013-05-14,11649.0,u01
u01_2013-05-15,27694.0,u01
u01_2013-05-16,34250.0,u01
u01_2013-05-17,0.0,u01
u01_2013-05-18,29164.0,u01
u01_2013-05-19,0.0,u01
u01_2013-05-20,0.0,u01
u01_2013-05-21,0.0,u01
u01_2013-05-22,0.0,u01
u01_2013-05-23,33237.0,u01
u01_2013-05-24,0.0,u01
u01_2013-05-25,0.0,u01
u01_2013-05-26,29721.0,u01
u01_2013-05-27,15172.0,u01
u01_2013-05-28,10567.0,u01
u02_2013-03-27,59189.0,u02
u02_2013-03-28,0.0,u02
u02_2013-03-29,26647.0,u02
u02_2013-03-30,59328.0,u02
u02_2013-03-31,5717.0,u02
u02_2013-04-01,29719.0,u02
u02_2013-04-02,30503.0,u02
u02_2013-04-03,49022.0,u02
u02_2013-04-04,0.0,u02
u02_2013-04-05,29496.0,u02
u02_2013-04-06,39844.0,u02
u02_2013-04-07,19893.0,u02
u02_2013-04-08,34319.0,u02
u02_2013-04-09,27447.0,u02
u02_2013-04-10,29826.0,u02
u02_2013-04-11,6055.0,u02
u02_2013-04-12,6939.0,u02
u02_2013-04-13,23729.0,u02
u02_2013-04-14,25548.0,u02
u02_2013-04-15,30523.0,u02
u02_2013-04-16,28707.0,u02
u02_2013-04-17,15255.0,u02
u02_2013-04-18,45406.0,u02
u02_2013-04-19,40362.0,u02
u02_2013-04-20,7860.0,u02
u02_2013-04-21,13578.0,u02
u02_2013-04-22,54500.0,u02
u02_2013-04-23,42468.0,u02
u02_2013-04-24,0.0,u02
u02_2013-04-25,28038.0,u02
u02_2013-04-26,37152.0,u02
u02_2013-04-27,8172.0,u02
u02_2013-04-28,17147.0,u02
u02_2013-04-29,42574.0,u02
u02_2013-04-30,26336.0,u02
u02_2013-05-01,0.0,u02
u02_2013-05-02,6297.0,u02
u02_2013-05-03,15232.0,u02
u02_2013-05-04,4284.0,u02
u02_2013-05-05,7341.0,u02
u02_2013-05-06,13887.0,u02
u02_2013-05-07,27662.0,u02
u02_2013-05-08,32986.0,u02
u02_2013-05-09,12329.0,u02
u02_2013-05-10,32736.0,u02
u02_2013-05-11,24217.0,u02
u02_2013-05-12,29211.0,u02
u02_2013-05-13,16267.0,u02
u02_2013-05-14,49122.0,u02
u02_2013-05-15,4586.0,u02
u02_2013-05-16,48926.0,u02
u02_2013-05-17,0.0,u02
u02_2013-05-18,7283.0,u02
u02_2013-05-19,44968.0,u02
u02_2013-05-20,19673.0,u02
u02_2013-05-21,28195.0,u02
u02_2013-05-22,31909.0,u02
u02_2013-05-23,16675.0,u02
u02_2013-05-24,22207.0,u02
u02_2013-05-25,28285.0,u02
u02_2013-05-26,29225.0,u02
u02_2013-05-27,0.0,u02
u02_2013-05-28,44729.0,u02
u02_2013-05-29,0.0,u02
u02_2013-05-30,10330.0,u02
u02_2013-05-31,6008.0,u02
u03_2013-03-26,20085.0,u03
u03_2013-03-27,23838.0,u03
u03_2013-03-28,0.0,u03
u03_2013-03-29,31622.0,u03
u03_2013-03-30,40516.0,u03
u03_2013-03-31,0.0,u03
u03_2013-04-01,0.0,u03
u03_2013-04-02,31380.0,u03
u03_2013-04-03,0.0,u03
u03_2013-04-04,29163.0,u03
u03_2013-04-05,0.0,u03
u03_2013-04-06,36853.0,u03
u03_2013-04-07,28900.0,u03
u03_2013-04-08,29929.0,u03
u03_2013-04-09,0.0,u03
u03_2013-04-10,0.0,u03
u03_2013-04-11,35616.0,u03
u03_2013-04-12,22387.0,u03
u03_2013-04-13,32011.0,u03
u03_2013-04-14,45635.0,u03
u03_2013-04-15,42448.0,u03
u03_2013-04-16,31505.0,u03
u03_2013-04-17,0.0,u03
u03_2013-04-18,0.0,u03
u03_2013-04-19,34383.0,u03
u03_2013-04-20,64470.0,u03
u03_2013-04-21,67457.0,u03
u03_2013-04-22,31109.0,u03
u03_2013-04-23,28043.0,u03
u03_2013-04-24,4143.0,u03
u03_2013-04-25,19128.0,u03
u03_2013-04-26,0.0,u03
u03_2013-04-27,19148.0,u03
u03_2013-04-28,54872.0,u03
u03_2013-04-29,32137.0,u03
u03_2013-04-30,0.0,u03
u03_2013-05-01,0.0,u03
u03_2013-05-02,0.0,u03
u03_2013-05-03,0.0,u03
u03_2013-05-04,0.0,u03
u03_2013-05-05,48725.0,u03
u03_2013-05-06,0.0,u03
u03_2013-05-07,0.0,u03
u03_2013-05-08,0.0,u03
u03_2013-05-09,0.0,u03
u03_2013-05-10,16741.0,u03
u03_2013-05-11,34076.0,u03
u03_2013-05-12,0.0,u03
u03_2013-05-13,8955.0,u03
u04_2013-03-26,52646.0,u04
u04_2013-03-27,0.0,u04
u04_2013-03-28,23461.0,u04
u04_2013-03-29,29784.0,u04
u04_2013-03-30,23768.0,u04
u04_2013-03-31,25356.0,u04
u04_2013-04-01,52513.0,u04
u04_2013-04-02,28041.0,u04
u04_2013-04-03,0.0,u04
u04_2013-04-04,45230.0,u04
u04_2013-04-05,33524.0,u04
u04_2013-04-06,39297.0,u04
u04_2013-04-07,0.0,u04
u04_2013-04-08,54920.0,u04
u04_2013-04-09,0.0,u04
u04_2013-04-10,29516.0,u04
u04_2013-04-11,0.0,u04
u04_2013-04-12,21813.0,u04
u04_2013-04-13,27338.0,u04
u04_2013-04-14,35378.0,u04
u04_2013-04-15,27570.0,u04
u04_2013-04-16,23053.0,u04
u04_2013-04-17,23306.0,u04
u04_2013-04-18,53544.0,u04
u04_2013-04-19,0.0,u04
u04_2013-04-20,0.0,u04
u04_2013-04-21,25247.0,u04
u04_2013-04-22,26807.0,u04
u04_2013-04-23,55036.0,u04
u04_2013-04-24,0.0,u04
u04_2013-04-25,31827.0,u04
u04_2013-04-26,60153.0,u04
u04_2013-04-27,0.0,u04
u04_2013-04-28,25866.0,u04
u04_2013-04-29,37287.0,u04
u04_2013-04-30,29891.0,u04
u04_2013-05-01,53579.0,u04
u04_2013-05-02,30358.0,u04
u04_2013-05-03,6511.0,u04
u04_2013-05-04,28873.0,u04
u04_2013-05-05,0.0,u04
u04_2013-05-06,21242.0,u04
u04_2013-05-07,57868.0,u04
u04_2013-05-08,0.0,u04
u04_2013-05-09,26004.0,u04
u04_2013-05-10,22749.0,u04
u04_2013-05-11,27738.0,u04
u04_2013-05-12,22397.0,u04
u04_2013-05-13,27693.0,u04
u04_2013-05-14,28513.0,u04
u04_2013-05-15,24529.0,u04
u04_2013-05-16,45452.0,u04
u04_2013-05-17,0.0,u04
u04_2013-05-18,0.0,u04
u04_2013-05-19,0.0,u04
u04_2013-05-20,28030.0,u04
u04_2013-05-21,25303.0,u04
u05_2013-03-28,33123.0,u05
u05_2013-03-29,4932.0,u05
u05_2013-03-30,34646.0,u05
u05_2013-03-31,35034.0,u05
u05_2013-04-01,32934.0,u05
u05_2013-04-02,35746.0,u05
u05_2013-04-03,3790.0,u05
u05_2013-04-04,26914.0,u05
u05_2013-04-05,0.0,u05
u05_2013-04-06,38768.0,u05
u05_2013-04-07,0.0,u05
u05_2013-04-08,29299.0,u05
u05_2013-04-09,66623.0,u05
u05_2013-04-10,9101.0,u05
u05_2013-04-11,48817.0,u05
u05_2013-04-12,6067.0,u05
u05_2013-04-13,15197.0,u05
u05_2013-04-14,47507.0,u05
u05_2013-04-15,35963.0,u05
u05_2013-04-16,0.0,u05
u05_2013-04-17,19369.0,u05
u05_2013-04-18,0.0,u05
u05_2013-04-19,0.0,u05
u05_2013-04-20,36894.0,u05
u05_2013-04-21,39567.0,u05
u05_2013-04-22,50121.0,u05
u05_2013-04-23,0.0,u05
u05_2013-04-24,0.0,u05
u05_2013-04-25,39730.0,u05
u05_2013-04-26,3681.0,u05
u05_2013-04-27,23397.0,u05
u05_2013-04-28,3735.0,u05
u05_2013-04-29,82684.0,u05
u05_2013-04-30,0.0,u05
u05_2013-05-01,26144.0,u05
u05_2013-05-02,0.0,u05
u05_2013-05-03,5739.0,u05
u05_2013-05-04,43721.0,u05
u05_2013-05-05,11671.0,u05
u05_2013-05-06,0.0,u05
u05_2013-05-07,0.0,u05
u05_2013-05-08,4701.0,u05
u05_2013-05-09,0.0,u05
u05_2013-05-10,3641.0,u05
u05_2013-05-11,0.0,u05
u05_2013-05-12,4964.0,u05
u05_2013-05-13,30157.0,u05
u05_2013-05-14,0.0,u05
u05_2013-05-15,35360.0,u05
u05_2013-05-16,0.0,u05
u05_2013-05-17,0.0,u05
u05_2013-05-18,0.0,u05
u05_2013-05-19,4078.0,u05
u05_2013-05-20,0.0,u05
u05_2013-05-21,52748.0,u05
u05_2013-05-22,4821.0,u05
u05_2013-05-23,0.0,u05
u05_2013-05-24,5124.0,u05
u05_2013-05-25,0.0,u05
u05_2013-05-26,18060.0,u05
u05_2013-05-27,0.0,u05
u05_2013-05-28,20853.0,u05
u05_2013-05-29,20565.0,u05
u07_2013-03-26,35483.0,u07
u07_2013-03-27,0.0,u07
u07_2013-03-28,0.0,u07
u07_2013-03-29,0.0,u07
u07_2013-03-30,50701.0,u07
u07_2013-03-31,0.0,u07
u07_2013-04-01,40069.0,u07
u07_2013-04-02,32213.0,u07
u07_2013-04-03,25460.0,u07
u07_2013-04-04,33137.0,u07
u07_2013-04-05,21633.0,u07
u07_2013-04-06,28018.0,u07
u07_2013-04-07,20233.0,u07
u07_2013-04-08,0.0,u07
u07_2013-04-09,34898.0,u07
u07_2013-04-10,34662.0,u07
u07_2013-04-11,31842.0,u07
u07_2013-04-12,0.0,u07
u07_2013-04-13,0.0,u07
u07_2013-04-14,60270.0,u07
u07_2013-04-15,0.0,u07
u07_2013-04-16,0.0,u07
u07_2013-04-17,0.0,u07
u07_2013-04-18,46893.0,u07
u07_2013-04-19,0.0,u07
u07_2013-04-20,53381.0,u07
u07_2013-04-21,32900.0,u07
u07_2013-04-22,8423.0,u07
u07_2013-04-23,38271.0,u07
u07_2013-04-24,34166.0,u07
u07_2013-04-25,35465.0,u07
u07_2013-04-26,0.0,u07
u07_2013-04-27,0.0,u07
u07_2013-04-28,48979.0,u07
u07_2013-04-29,0.0,u07
u07_2013-04-30,5228.0,u07
u07_2013-05-01,31871.0,u07
u07_2013-05-02,0.0,u07
u07_2013-05-03,0.0,u07
u07_2013-05-04,16398.0,u07
u07_2013-05-05,0.0,u07
u07_2013-05-06,17537.0,u07
u07_2013-05-07,0.0,u07
u07_2013-05-08,0.0,u07
u07_2013-05-09,0.0,u07
u07_2013-05-10,11139.0,u07
u07_2013-05-11,0.0,u07
u07_2013-05-12,64676.0,u07
u08_2013-03-27,19851.0,u08
u08_2013-03-28,27285.0,u08
u08_2013-03-29,0.0,u08
u08_2013-03-30,8286.0,u08
u08_2013-03-31,11361.0,u08
u08_2013-04-01,48729.0,u08
u08_2013-04-02,0.0,u08
u08_2013-04-03,31581.0,u08
u08_2013-04-04,33086.0,u08
u08_2013-04-05,0.0,u08
u08_2013-04-06,9463.0,u08
u08_2013-04-07,10499.0,u08
u08_2013-04-08,25588.0,u08
u08_2013-04-09,23395.0,u08
u08_2013-04-10,15183.0,u08
u08_2013-04-11,23975.0,u08
u08_2013-04-12,25652.0,u08
u08_2013-04-13,13651.0,u08
u08_2013-04-14,25917.0,u08
u08_2013-04-15,53930.0,u08
u08_2013-04-16,0.0,u08
u08_2013-04-17,26527.0,u08
u08_2013-04-18,25399.0,u08
u08_2013-04-19,48690.0,u08
u08_2013-04-20,29741.0,u08
u08_2013-04-21,35183.0,u08
u08_2013-04-22,14402.0,u08
u08_2013-04-23,18210.0,u08
u08_2013-04-24,0.0,u08
u08_2013-04-25,30406.0,u08
u08_2013-04-26,45114.0,u08
u08_2013-04-27,15972.0,u08
u08_2013-04-28,8078.0,u08
u08_2013-04-29,29473.0,u08
u08_2013-04-30,0.0,u08
u08_2013-05-01,13061.0,u08
u08_2013-05-02,33088.0,u08
u08_2013-05-03,21070.0,u08
u08_2013-05-04,4622.0,u08
u08_2013-05-05,38417.0,u08
u08_2013-05-06,21036.0,u08
u08_2013-05-07,30959.0,u08
u08_2013-05-08,17331.0,u08
u08_2013-05-09,22914.0,u08
u08_2013-05-10,42524.0,u08
u08_2013-05-11,27510.0,u08
u08_2013-05-12,8926.0,u08
u08_2013-05-13,25272.0,u08
u08_2013-05-14,22282.0,u08
u08_2013-05-15,21742.0,u08
u08_2013-05-16,5491.0,u08
u08_2013-05-17,11622.0,u08
u08_2013-05-18,8443.0,u08
u08_2013-05-19,27436.0,u08
u08_2013-05-20,18526.0,u08
u08_2013-05-21,23319.0,u08
u08_2013-05-22,23510.0,u08
u08_2013-05-23,0.0,u08
u08_2013-05-24,14747.0,u08
u08_2013-05-25,24071.0,u08
u08_2013-05-26,20965.0,u08
u08_2013-05-27,15946.0,u08
u08_2013-05-28,12856.0,u08
u08_2013-05-29,14238.0,u08
u09_2013-03-26,34969.0,u09
u09_2013-03-27,34925.0,u09
u09_2013-03-28,56045.0,u09
u09_2013-03-29,0.0,u09
u09_2013-03-30,0.0,u09
u09_2013-03-31,0.0,u09
u09_2013-04-01,35998.0,u09
u09_2013-04-02,0.0,u09
u09_2013-04-03,0.0,u09
u09_2013-04-04,5160.0,u09
u09_2013-04-05,30148.0,u09
u09_2013-04-06,43194.0,u09
u09_2013-04-07,20077.0,u09
u09_2013-04-08,30927.0,u09
u09_2013-04-09,34777.0,u09
u09_2013-04-10,7180.0,u09
u09_2013-04-11,8239.0,u09
u09_2013-04-12,10272.0,u09
u09_2013-04-13,31462.0,u09
u09_2013-04-14,15583.0,u09
u09_2013-04-15,31246.0,u09
u09_2013-04-16,3961.0,u09
u09_2013-04-17,31195.0,u09
u09_2013-04-18,59339.0,u09
u09_2013-04-19,33868.0,u09
u09_2013-04-20,4091.0,u09
u09_2013-04-21,31887.0,u09
u09_2013-04-22,14158.0,u09
u09_2013-04-23,7777.0,u09
u09_2013-04-24,3738.0,u09
u09_2013-04-25,3951.0,u09
u09_2013-04-26,0.0,u09
u09_2013-04-27,50058.0,u09
u09_2013-04-28,45417.0,u09
u09_2013-04-29,23205.0,u09
u09_2013-04-30,15252.0,u09
u09_2013-05-01,38569.0,u09
u09_2013-05-02,0.0,u09
u09_2013-05-03,32347.0,u09
u09_2013-05-04,0.0,u09
u09_2013-05-05,18650.0,u09
u09_2013-05-06,3950.0,u09
u09_2013-05-07,0.0,u09
u09_2013-05-08,47482.0,u09
u09_2013-05-09,4241.0,u09
u09_2013-05-10,32802.0,u09
u09_2013-05-11,0.0,u09
u09_2013-05-12,0.0,u09
u09_2013-05-13,27293.0,u09
u09_2013-05-14,45402.0,u09
u09_2013-05-15,33926.0,u09
u09_2013-05-16,31667.0,u09
u09_2013-05-17,0.0,u09
u09_2013-05-18,30294.0,u09
u09_2013-05-19,0.0,u09
u09_2013-05-20,0.0,u09
u09_2013-05-21,0.0,u09
u09_2013-05-22,33695.0,u09
u09_2013-05-23,25715.0,u09
u09_2013-05-24,28133.0,u09
u09_2013-05-25,25604.0,u09
u09_2013-05-26,5348.0,u09
u09_2013-05-27,36886.0,u09
u09_2013-05-28,15638.0,u09
u09_2013-05-29,8947.0,u09
u10_2013-03-27,17637.0,u10
u10_2013-03-28,20135.0,u10
u10_2013-03-29,25158.0,u10
u10_2013-03-30,7298.0,u10
u10_2013-03-31,14384.0,u10
u10_2013-04-01,20328.0,u10
u10_2013-04-02,0.0,u10
u10_2013-04-03,12183.0,u10
u10_2013-04-04,21721.0,u10
u10_2013-04-05,4392.0,u10
u10_2013-04-06,17864.0,u10
u10_2013-04-07,0.0,u10
u10_2013-04-08,0.0,u10
u10_2013-04-09,0.0,u10
u10_2013-04-10,24303.0,u10
u10_2013-04-11,4463.0,u10
u10_2013-04-12,25668.0,u10
u10_2013-04-13,0.0,u10
u10_2013-04-14,16885.0,u10
u10_2013-04-15,12509.0,u10
u10_2013-04-16,0.0,u10
u10_2013-04-17,27591.0,u10
u10_2013-04-18,0.0,u10
u10_2013-04-19,35550.0,u10
u10_2013-04-20,5039.0,u10
u10_2013-04-21,15276.0,u10
u10_2013-04-22,8679.0,u10
u10_2013-04-23,31766.0,u10
u10_2013-04-24,17800.0,u10
u10_2013-04-25,15011.0,u10
u10_2013-04-26,16414.0,u10
u10_2013-04-27,15453.0,u10
u10_2013-04-28,9541.0,u10
u10_2013-04-29,0.0,u10
u10_2013-04-30,7770.0,u10
u10_2013-05-01,13740.0,u10
u10_2013-05-02,9891.0,u10
u10_2013-05-03,5414.0,u10
u10_2013-05-04,12576.0,u10
u10_2013-05-05,5503.0,u10
u10_2013-05-06,27776.0,u10
u10_2013-05-07,9867.0,u10
u10_2013-05-08,8642.0,u10
u10_2013-05-09,15250.0,u10
u10_2013-05-10,33844.0,u10
u10_2013-05-11,8260.0,u10
u10_2013-05-12,23203.0,u10
u10_2013-05-13,30158.0,u10
u10_2013-05-14,0.0,u10
u10_2013-05-15,20126.0,u10
u10_2013-05-16,4124.0,u10
u10_2013-05-17,7955.0,u10
u10_2013-05-18,5416.0,u10
u10_2013-05-19,20069.0,u10
u10_2013-05-20,0.0,u10
u10_2013-05-21,33861.0,u10
u10_2013-05-22,0.0,u10
u10_2013-05-23,6922.0,u10
u10_2013-05-24,11360.0,u10
u10_2013-05-25,0.0,u10
u10_2013-05-26,7548.0,u10
u10_2013-05-27,0.0,u10
u10_2013-05-28,23738.0,u10
u10_2013-05-29,6843.0,u10
u10_2013-05-30,0.0,u10
u10_2013-05-31,10830.0,u10
u12_2013-03-26,55229.0,u12
u12_2013-03-27,30999.0,u12
u12_2013-03-28,41057.0,u12
u12_2013-03-29,33862.0,u12
u12_2013-03-30,10841.0,u12
u12_2013-03-31,34690.0,u12
u12_2013-04-01,34868.0,u12
u12_2013-04-02,0.0,u12
u12_2013-04-03,58008.0,u12
u12_2013-04-04,48920.0,u12
u12_2013-04-05,32651.0,u12
u12_2013-04-06,39020.0,u12
u12_2013-04-07,0.0,u12
u12_2013-04-08,24580.0,u12
u12_2013-04-09,59733.0,u12
u12_2013-04-10,0.0,u12
u12_2013-04-11,0.0,u12
u12_2013-04-12,68811.0,u12
u12_2013-04-13,61378.0,u12
u12_2013-04-14,66067.0,u12
u12_2013-04-15,0.0,u12
u12_2013-04-16,32210.0,u12
u12_2013-04-17,23537.0,u12
u12_2013-04-18,32651.0,u12
u12_2013-04-19,33031.0,u12
u12_2013-04-20,64258.0,u12
u12_2013-04-21,0.0,u12
u12_2013-04-22,56098.0,u12
u12_2013-04-23,70634.0,u12
u12_2013-04-24,32662.0,u12
u12_2013-04-25,4882.0,u12
u12_2013-04-26,0.0,u12
u12_2013-04-27,0.0,u12
u12_2013-04-28,50029.0,u12
u12_2013-04-29,46432.0,u12
u12_2013-04-30,0.0,u12
u12_2013-05-01,53782.0,u12
u12_2013-05-02,0.0,u12
u12_2013-05-03,47638.0,u12
u12_2013-05-04,9127.0,u12
u12_2013-05-05,31520.0,u12
u12_2013-05-06,49979.0,u12
u12_2013-05-07,26916.0,u12
u12_2013-05-08,29636.0,u12
u12_2013-05-09,0.0,u12
u12_2013-05-10,0.0,u12
u12_2013-05-11,38825.0,u12
u12_2013-05-12,28888.0,u12
u12_2013-05-13,19686.0,u12
u12_2013-05-14,15970.0,u12
u12_2013-05-15,28777.0,u12
u12_2013-05-16,28412.0,u12
u12_2013-05-17,18531.0,u12
u12_2013-05-18,64122.0,u12
u12_2013-05-19,31809.0,u12
u12_2013-05-20,28944.0,u12
u12_2013-05-21,9642.0,u12
u12_2013-05-22,58476.0,u12
u12_2013-05-23,0.0,u12
u12_2013-05-24,32012.0,u12
u12_2013-05-25,4032.0,u12
u12_2013-05-26,16895.0,u12
u12_2013-05-27,38432.0,u12
u12_2013-05-28,4166.0,u12
u12_2013-05-29,6365.0,u12
u13_2013-03-28,4455.0,u13
u13_2013-03-29,0.0,u13
u13_2013-03-30,0.0,u13
u13_2013-03-31,4977.0,u13
u13_2013-04-01,0.0,u13
u13_2013-04-02,0.0,u13
u13_2013-04-03,21456.0,u13
u13_2013-04-04,9993.0,u13
u13_2013-04-05,14190.0,u13
u13_2013-04-06,4228.0,u13
u13_2013-04-07,0.0,u13
u13_2013-04-08,9074.0,u13
u13_2013-04-09,15333.0,u13
u13_2013-04-10,0.0,u13
u13_2013-04-11,5755.0,u13
u13_2013-04-12,21529.0,u13
u13_2013-04-13,35223.0,u13
u13_2013-04-14,37748.0,u13
u13_2013-04-15,48530.0,u13
u13_2013-04-16,6490.0,u13
u13_2013-04-17,31910.0,u13
u13_2013-04-18,23760.0,u13
u13_2013-04-19,20472.0,u13
u13_2013-04-20,32071.0,u13
u13_2013-04-21,18055.0,u13
u13_2013-04-22,3630.0,u13
u13_2013-04-23,11753.0,u13
u13_2013-04-24,18585.0,u13
u13_2013-04-25,7956.0,u13
u13_2013-04-26,26962.0,u13
u13_2013-04-27,11167.0,u13
u13_2013-04-28,0.0,u13
u13_2013-04-29,11366.0,u13
u13_2013-04-30,31568.0,u13
u13_2013-05-01,0.0,u13
u13_2013-05-02,0.0,u13
u13_2013-05-03,5146.0,u13
u13_2013-05-04,8660.0,u13
u13_2013-05-05,0.0,u13
u13_2013-05-06,0.0,u13
u13_2013-05-07,0.0,u13
u13_2013-05-08,0.0,u13
u13_2013-05-09,15012.0,u13
u13_2013-05-10,5917.0,u13
u13_2013-05-11,16759.0,u13
u13_2013-05-12,24303.0,u13
u13_2013-05-13,15194.0,u13
u13_2013-05-14,20340.0,u13
u13_2013-05-15,13954.0,u13
u13_2013-05-16,29294.0,u13
u13_2013-05-17,29974.0,u13
u13_2013-05-18,16640.0,u13
u13_2013-05-19,24991.0,u13
u13_2013-05-20,8045.0,u13
u13_2013-05-21,11255.0,u13
u13_2013-05-22,24633.0,u13
u13_2013-05-23,16098.0,u13
u13_2013-05-24,0.0,u13
u13_2013-05-25,12605.0,u13
u13_2013-05-26,32123.0,u13
u13_2013-05-27,15067.0,u13
u13_2013-05-28,30004.0,u13
u14_2013-03-27,31869.0,u14
u14_2013-03-28,31673.0,u14
u14_2013-03-29,30742.0,u14
u14_2013-03-30,31367.0,u14
u14_2013-03-31,33074.0,u14
u14_2013-04-01,26146.0,u14
u14_2013-04-02,33349.0,u14
u14_2013-04-03,23595.0,u14
u14_2013-04-04,30814.0,u14
u14_2013-04-05,39249.0,u14
u14_2013-04-06,28905.0,u14
u14_2013-04-07,21769.0,u14
u14_2013-04-08,0.0,u14
u14_2013-04-09,0.0,u14
u14_2013-04-10,22803.0,u14
u14_2013-04-11,5645.0,u14
u14_2013-04-12,21333.0,u14
u14_2013-04-13,18284.0,u14
u14_2013-04-14,16547.0,u14
u14_2013-04-15,4147.0,u14
u14_2013-04-16,0.0,u14
u14_2013-04-17,0.0,u14
u14_2013-04-18,34901.0,u14
u14_2013-04-19,16833.0,u14
u14_2013-04-20,22451.0,u14
u14_2013-04-21,14711.0,u14
u14_2013-04-22,13553.0,u14
u14_2013-04-23,57257.0,u14
u14_2013-04-24,12573.0,u14
u14_2013-04-25,57066.0,u14
u14_2013-04-26,0.0,u14
u14_2013-04-27,22806.0,u14
u14_2013-04-28,7791.0,u14
u14_2013-04-29,29556.0,u14
u14_2013-04-30,0.0,u14
u14_2013-05-01,6604.0,u14
u14_2013-05-02,29873.0,u14
u14_2013-05-03,21539.0,u14
u14_2013-05-04,34815.0,u14
u14_2013-05-05,0.0,u14
u14_2013-05-06,17047.0,u14
u14_2013-05-07,28609.0,u14
u14_2013-05-08,0.0,u14
u14_2013-05-09,24826.0,u14
u14_2013-05-10,0.0,u14
u14_2013-05-11,15455.0,u14
u14_2013-05-12,9890.0,u14
u14_2013-05-13,31518.0,u14
u14_2013-05-14,34821.0,u14
u14_2013-05-15,0.0,u14
u14_2013-05-16,0.0,u14
u14_2013-05-17,0.0,u14
u14_2013-05-18,0.0,u14
