user_date,activity_ activity inference,activity_user_x,audio_ audio inference,audio_user_y,conversation_duration(sec),conversation_user,dark_duration(sec),dark_user,phonecharge_duration(sec),phonecharge_user,phonelock_duration(sec),phonelock_user
u03_2013-03-28,83,u03,4249,u03,3084,u03,0,u03,0,u03,42157,u03
u03_2013-03-29,443,u03,11394,u03,9974,u03,32181,u03,31622,u03,28509,u03
u03_2013-03-30,31,u03,503,u03,60,u03,0,u03,40516,u03,66620,u03
u03_2013-03-31,21,u03,411,u03,1331,u03,40586,u03,0,u03,53342,u03
u03_2013-04-01,255,u03,13625,u03,12800,u03,0,u03,0,u03,0,u03
u03_2013-04-02,60,u03,143,u03,0,u03,33684,u03,31380,u03,35316,u03
u03_2013-04-03,377,u03,10319,u03,9650,u03,0,u03,0,u03,0,u03
u03_2013-04-04,0,u03,524,u03,142,u03,12184,u03,29163,u03,35224,u03
u03_2013-04-05,170,u03,11636,u03,16451,u03,0,u03,0,u03,0,u03
u03_2013-04-06,579,u03,12837,u03,6272,u03,29996,u03,36853,u03,62950,u03
u03_2013-04-07,36,u03,318,u03,333,u03,21768,u03,28900,u03,102969,u03
u03_2013-04-08,426,u03,13208,u03,11456,u03,12272,u03,29929,u03,64477,u03
u03_2013-04-09,0,u03,463,u03,331,u03,7175,u03,0,u03,11323,u03
u03_2013-04-10,134,u03,11772,u03,12114,u03,37181,u03,0,u03,0,u03
u03_2013-04-11,0,u03,522,u03,0,u03,0,u03,35616,u03,35143,u03
u03_2013-04-12,0,u03,3091,u03,4669,u03,0,u03,22387,u03,4688,u03
u03_2013-04-13,185,u03,4843,u03,3340,u03,25394,u03,32011,u03,9796,u03
u03_2013-04-14,41,u03,776,u03,0,u03,66340,u03,45635,u03,35573,u03
u03_2013-04-15,305,u03,7005,u03,6993,u03,44647,u03,42448,u03,42073,u03
u03_2013-04-16,0,u03,501,u03,352,u03,4030,u03,31505,u03,31474,u03
u03_2013-04-17,710,u03,8546,u03,5126,u03,0,u03,0,u03,0,u03
u03_2013-04-18,139,u03,6320,u03,4115,u03,0,u03,0,u03,0,u03
u03_2013-04-19,0,u03,50,u03,0,u03,0,u03,34383,u03,40545,u03
u03_2013-04-20,81,u03,5008,u03,10937,u03,22674,u03,64470,u03,64932,u03
u03_2013-04-21,232,u03,8099,u03,6934,u03,34255,u03,67457,u03,37644,u03
u03_2013-04-22,194,u03,4824,u03,4225,u03,49167,u03,31109,u03,97244,u03
u03_2013-04-23,915,u03,7589,u03,2490,u03,0,u03,28043,u03,55398,u03
u03_2013-04-24,114,u03,884,u03,1291,u03,0,u03,4143,u03,0,u03
u03_2013-04-25,615,u03,13651,u03,12344,u03,0,u03,19128,u03,5145,u03
u03_2013-04-26,653,u03,16605,u03,18550,u03,0,u03,0,u03,31344,u03
u03_2013-04-27,9,u03,2560,u03,3518,u03,15540,u03,19148,u03,24686,u03
u03_2013-04-28,259,u03,1790,u03,1573,u03,34977,u03,54872,u03,47575,u03
u03_2013-04-29,369,u03,5688,u03,5879,u03,58661,u03,32137,u03,102703,u03
u03_2013-04-30,1034,u03,8053,u03,1825,u03,0,u03,0,u03,0,u03
u03_2013-05-01,0,u03,787,u03,333,u03,0,u03,0,u03,0,u03
u03_2013-05-02,27,u03,1202,u03,643,u03,0,u03,0,u03,0,u03
u03_2013-05-03,0,u03,5690,u03,8903,u03,0,u03,0,u03,10089,u03
u03_2013-05-04,0,u03,3553,u03,5415,u03,16357,u03,0,u03,24663,u03
u03_2013-05-05,111,u03,2695,u03,2220,u03,17043,u03,48725,u03,67964,u03
u03_2013-05-06,225,u03,4699,u03,4155,u03,40752,u03,0,u03,0,u03
u03_2013-05-07,152,u03,7010,u03,8551,u03,0,u03,0,u03,0,u03
u03_2013-05-08,0,u03,494,u03,80,u03,0,u03,0,u03,0,u03
u03_2013-05-09,0,u03,500,u03,0,u03,10148,u03,0,u03,0,u03
u03_2013-05-10,0,u03,4758,u03,6699,u03,17975,u03,16741,u03,15742,u03
u03_2013-05-11,31,u03,255,u03,0,u03,0,u03,34076,u03,21304,u03
u03_2013-05-12,33,u03,1345,u03,1179,u03,0,u03,0,u03,10294,u03
u03_2013-05-13,108,u03,6408,u03,6597,u03,27689,u03,8955,u03,4541,u03
u03_2013-05-14,0,u03,550,u03,0,u03,62164,u03,,,32437,u03
u03_2013-05-15,307,u03,5839,u03,5345,u03,0,u03,,,27627,u03
u03_2013-05-16,0,u03,46,u03,0,u03,0,u03,,,0,u03
u03_2013-05-17,0,u03,0,u03,0,u03,0,u03,,,0,u03
u03_2013-05-18,0,u03,0,u03,0,u03,0,u03,,,0,u03
u03_2013-05-19,0,u03,0,u03,0,u03,0,u03,,,0,u03
u03_2013-05-20,0,u03,0,u03,0,u03,5868,u03,,,5735,u03
u03_2013-05-21,288,u03,5726,u03,5284,u03,,,,,,
u03_2013-05-22,0,u03,334,u03,,,,,,,,
u04_2013-03-26,,,,,,,87711,u04,52646,u04,87300,u04
u04_2013-03-27,1429,u04,47256,u04,32382,u04,29739,u04,0,u04,37076,u04
u04_2013-03-28,1337,u04,37527,u04,21928,u04,46473,u04,23461,u04,56101,u04
u04_2013-03-29,2188,u04,46231,u04,27790,u04,30436,u04,29784,u04,79515,u04
u04_2013-03-30,1389,u04,33414,u04,22808,u04,55075,u04,23768,u04,63392,u04
u04_2013-03-31,1773,u04,40197,u04,21650,u04,65368,u04,25356,u04,78577,u04
u04_2013-04-01,1941,u04,39699,u04,23776,u04,95359,u04,52513,u04,97862,u04
u04_2013-04-02,1394,u04,28595,u04,21176,u04,60840,u04,28041,u04,67303,u04
u04_2013-04-03,1410,u04,39623,u04,26486,u04,33807,u04,0,u04,51482,u04
u04_2013-04-04,1649,u04,40749,u04,25503,u04,85678,u04,45230,u04,90354,u04
u04_2013-04-05,1708,u04,40839,u04,35129,u04,68936,u04,33524,u04,80475,u04
u04_2013-04-06,7265,u04,66972,u04,25095,u04,38673,u04,39297,u04,58079,u04
u04_2013-04-07,708,u04,49283,u04,30857,u04,64159,u04,0,u04,46035,u04
u04_2013-04-08,1756,u04,40068,u04,26424,u04,68938,u04,54920,u04,108682,u04
u04_2013-04-09,1772,u04,40144,u04,22283,u04,35152,u04,0,u04,45241,u04
u04_2013-04-10,1925,u04,42785,u04,25814,u04,64374,u04,29516,u04,74623,u04
u04_2013-04-11,1441,u04,42920,u04,30271,u04,10388,u04,0,u04,44783,u04
u04_2013-04-12,1620,u04,47046,u04,35676,u04,48646,u04,21813,u04,86313,u04
u04_2013-04-13,2540,u04,55145,u04,35093,u04,84853,u04,27338,u04,88756,u04
u04_2013-04-14,1137,u04,30901,u04,18358,u04,60786,u04,35378,u04,66472,u04
u04_2013-04-15,1307,u04,44866,u04,30580,u04,22080,u04,27570,u04,22098,u04
u04_2013-04-16,1370,u04,51305,u04,33343,u04,59266,u04,23053,u04,71360,u04
u04_2013-04-17,1730,u04,45293,u04,28963,u04,68581,u04,23306,u04,75716,u04
u04_2013-04-18,1860,u04,33239,u04,20536,u04,45470,u04,53544,u04,102256,u04
u04_2013-04-19,4275,u04,51859,u04,25148,u04,24534,u04,0,u04,56077,u04
u04_2013-04-20,2608,u04,51304,u04,28561,u04,36324,u04,0,u04,0,u04
u04_2013-04-21,4549,u04,42878,u04,25552,u04,68129,u04,25247,u04,83954,u04
u04_2013-04-22,1207,u04,39893,u04,27747,u04,49163,u04,26807,u04,51184,u04
u04_2013-04-23,1145,u04,28218,u04,21021,u04,84533,u04,55036,u04,110889,u04
u04_2013-04-24,1715,u04,34455,u04,19229,u04,47293,u04,0,u04,54736,u04
u04_2013-04-25,1445,u04,38183,u04,31239,u04,63736,u04,31827,u04,47590,u04
u04_2013-04-26,1373,u04,40712,u04,28547,u04,91624,u04,60153,u04,98820,u04
u04_2013-04-27,1022,u04,47287,u04,25472,u04,21996,u04,0,u04,52046,u04
u04_2013-04-28,1349,u04,30532,u04,21380,u04,45704,u04,25866,u04,76513,u04
u04_2013-04-29,1163,u04,44402,u04,27688,u04,26191,u04,37287,u04,56570,u04
u04_2013-04-30,1248,u04,31426,u04,23443,u04,71861,u04,29891,u04,84729,u04
u04_2013-05-01,1402,u04,33729,u04,18879,u04,96652,u04,53579,u04,70095,u04
u04_2013-05-02,1481,u04,25753,u04,16843,u04,20819,u04,30358,u04,30186,u04
u04_2013-05-03,6303,u04,33734,u04,15263,u04,81220,u04,6511,u04,6480,u04
u04_2013-05-04,6623,u04,64166,u04,42381,u04,50603,u04,28873,u04,89405,u04
u04_2013-05-05,2224,u04,40736,u04,18690,u04,16476,u04,0,u04,35278,u04
u04_2013-05-06,1392,u04,34567,u04,26100,u04,44869,u04,21242,u04,55773,u04
u04_2013-05-07,1140,u04,50797,u04,31715,u04,86084,u04,57868,u04,63118,u04
u04_2013-05-08,1146,u04,47024,u04,34969,u04,49899,u04,0,u04,62246,u04
u04_2013-05-09,1525,u04,45385,u04,30291,u04,68510,u04,26004,u04,79615,u04
u04_2013-05-10,871,u04,44745,u04,33333,u04,64335,u04,22749,u04,79066,u04
u04_2013-05-11,1581,u04,49755,u04,33676,u04,51936,u04,27738,u04,27704,u04
u04_2013-05-12,1330,u04,35730,u04,23601,u04,68356,u04,22397,u04,77184,u04
u04_2013-05-13,1033,u04,41732,u04,29943,u04,71913,u04,27693,u04,72587,u04
u04_2013-05-14,1386,u04,31569,u04,20159,u04,66916,u04,28513,u04,81717,u04
u04_2013-05-15,1194,u04,44434,u04,36079,u04,67330,u04,24529,u04,84208,u04
u04_2013-05-16,1287,u04,41193,u04,29408,u04,76611,u04,45452,u04,45418,u04
u04_2013-05-17,1810,u04,50751,u04,34280,u04,32605,u04,0,u04,0,u04
u04_2013-05-18,3234,u04,35450,u04,18893,u04,14999,u04,0,u04,11961,u04
u04_2013-05-19,3822,u04,49137,u04,25515,u04,56578,u04,0,u04,0,u04
u04_2013-05-20,1208,u04,30784,u04,19866,u04,69672,u04,28030,u04,43377,u04
