user,dark_duration(sec),audio_ audio inference,phonecharge_duration(sec),activity_ activity inference,dp_class
u00,0.42813409615577636,0.21269834803332452,0.0,0.05978422619047619,0.0
u00,0.1591287764729499,0.1795571670095533,0.07745513524826035,0.033816964285714284,0.0
u00,0.5835491317876141,0.21854439533130995,0.3670172134149532,0.050595238095238096,0.0
u00,0.0,0.12305895613088084,0.0,0.03433779761904762,0.0
u00,0.1565893807086219,0.27135572620672327,0.33425417255271284,0.051525297619047616,0.0
u00,0.30967580046170834,0.33042728426999096,0.19678752681421022,0.23552827380952382,0.0
u00,0.0,0.23433754982040889,0.0,0.04151785714285714,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.1303121549734016,0.08699814637524698,0.0,0.028013392857142858,0.0
u00,0.0,0.021788578140807584,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.02089232001846835,0.0,0.015104166666666667,0.0
u00,0.03902439024390244,0.24164341148432567,0.0,0.06130952380952381,0.0
u00,0.057703502960955534,0.27850542168265674,0.0,0.09884672619047619,0.0
u00,0.042898725283549134,0.2876649080995933,0.04705697692669911,0.060305059523809525,0.0
u00,0.6140720666465924,0.060083243368029386,0.22298958823837178,0.0029017857142857144,0.0
u00,0.0,0.20827816592996964,0.0,0.03173363095238095,0.0
u00,0.22155977115326708,0.25489716796013007,0.0,0.03962053571428571,0.0
u00,0.0386329418849744,0.25291453635616756,0.0,0.04211309523809524,0.0
u00,0.43584261768543614,0.18352922005173855,0.3437450949615445,0.04445684523809524,0.0
u00,0.08289671785606745,0.307409746128097,0.0,0.13843005952380952,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u00,0.0,0.0,0.0,0.0,0.0
u01,0.0,0.0,0.0,0.0,0.0
u01,0.0,0.0,0.0,0.0,0.0
u01,0.0,0.0,0.0,0.0,0.0
u01,0.668433202850547,0.2025814949857074,0.2934023962747868,0.03500744047619048,0.0
u01,0.6150958546622504,0.2418131573408293,0.30535237796264325,0.057328869047619045,0.0
u01,0.2316772056609455,0.30778318701240504,0.0,0.051413690476190474,0.0
u01,0.6340760815015558,0.2064584903482506,0.7390153298801863,0.028311011904761905,0.0
u01,0.42088728294690353,0.18682907950216934,0.04521529848794015,0.014806547619047618,0.0
u01,0.6753789019371675,0.3388670482553521,0.2745775126876995,0.05465029761904762,0.0
u01,0.0,0.1319943780172326,0.0,0.029575892857142856,0.0
u01,0.4116330422563485,0.32490035918223237,0.22736357453042433,0.035379464285714285,0.0
u01,0.35889792231255646,0.2902450451184487,0.0,0.05066964285714286,0.0
u01,0.3933253036234066,0.301862451537558,0.36725788730183645,0.04025297619047619,0.0
u01,0.2759309444946301,0.25066710121605934,0.0,0.03422619047619048,0.0
u01,0.3892502258355917,0.2692237182490375,0.0,0.03459821428571429,0.0
u01,0.536304326006223,0.3461389607479681,0.34729241877256317,0.048214285714285716,0.0
u01,0.4656027301013751,0.2356615675011373,0.0,0.015364583333333333,0.0
u01,0.7643079393756901,0.31775066370629895,0.21111285512478417,0.02578125,0.0
u01,0.8177155475258456,0.23630660175585114,0.3456809501386491,0.024367559523809524,0.0
u01,0.6116230051189401,0.3767746929297456,0.26157065871396434,0.05122767857142857,0.0
u01,0.2544514704406303,0.23568193700391774,0.04252602940407053,0.02935267857142857,0.0
u01,0.3279433905450166,0.17997134689942218,0.0,0.01331845238095238,0.0
u01,0.06955736224028906,0.25372931646738506,0.306074399623293,0.025520833333333333,0.0
u01,0.04330021077988558,0.22359603202085837,0.26695966096374196,0.02228422619047619,0.0
u01,0.3524641172337649,0.3522905505876602,0.24986135091299116,0.04698660714285714,0.0
u01,0.24393255043661546,0.28191391848124986,0.04217025061476482,0.05803571428571429,0.0
u01,0.38008631938171233,0.3034988015942531,0.0,0.04936755952380952,0.0
u01,0.5405199237177557,0.14630734863761977,0.1783184220164286,0.013467261904761905,0.0
u01,0.5330623306233062,0.2360485880539656,0.26103699053000573,0.03407738095238095,0.0
u01,0.693897420455686,0.3031932590525465,0.3049652069272223,0.036383928571428574,0.0
u01,0.23011141222523337,0.12578846950345943,0.0,0.03117559523809524,0.0
u01,0.6905349794238683,0.23785468396716436,0.36304086224036,0.021577380952380952,0.0
u01,0.8036836294288869,0.43782888259697583,0.0,0.03359375,0.0
u01,0.58622904747566,0.33422959145567255,0.28314759587715166,0.055915178571428574,0.0
u01,0.31338954130282043,0.39430604498944183,0.3394966776539528,0.07436755952380952,0.0
u01,0.2107397370269999,0.2773307803556515,0.0,0.008296130952380952,0.0
u01,0.6347887182575529,0.0,0.33098937895673103,0.030729166666666665,0.0
u01,0.3111211482485195,0.000210484862064517,0.13446345419348088,0.02109375,0.0
u01,0.8419351600923417,0.0,0.3565322032124732,0.026748511904761903,0.0
u01,0.74946301314865,0.07682697465354871,0.2578140532621776,0.05037202380952381,0.0
u01,0.42389842416942686,0.37302670441814517,0.26285774080468793,0.04133184523809524,0.0
u01,0.051520626317374286,0.07324873199845192,0.2798409459530163,0.007105654761904762,0.0
u01,0.0,0.0,0.0,0.0,0.0
u01,0.0,0.0,0.0,0.0,0.0
u01,0.09807286961758506,0.14786222068319313,0.04386543190498614,0.023660714285714285,0.0
u01,0.3129077587072167,0.3525485642895457,0.0,0.02302827380952381,0.0
u01,0.09677807889190003,0.3243639622756809,0.0,0.0454985119047619,0.0
u01,0.23932550436615477,0.3066357050224404,0.33371004028671586,0.043154761904761904,0.0
u01,0.10774867007929338,0.32898783940684007,0.0,0.032477678571428574,0.0
u01,0.5933955635852655,0.30101372225503975,0.0,0.04244791666666667,0.0
u01,0.7968583759911673,0.29329368070125406,0.36728927954795165,0.04148065476190476,0.0
u01,0.31075981130181674,0.27773138057700014,0.12189609166535866,0.03753720238095238,0.0
u01,0.7684633142627723,0.3335709775324384,0.2897922879715377,0.04352678571428571,0.0
u01,0.7118137107296999,0.34765988362224076,0.35839480981530897,0.04345238095238095,0.0
u01,0.32348690153568205,0.34495073975244267,0.0,0.04110863095238095,0.0
u01,0.42262370771855867,0.310159629003456,0.3051744885679904,0.028794642857142855,0.0
u01,0.3481381110107397,0.0,0.0,0.02779017857142857,0.0
u01,0.0,0.0,0.0,0.0,0.0
u01,0.07661346983840209,0.0,0.0,0.023772321428571427,0.0
u01,0.46605440128475356,0.0,0.0,0.04415922619047619,0.0
u01,0.6128073873331326,0.0,0.3477946947104065,0.05718005952380952,0.0
u01,0.0,0.0,0.0,0.004166666666666667,0.0
u01,0.0,0.30999667298121253,0.0,0.0459077380952381,0.0
u01,0.734327009936766,0.3884328383544158,0.31100298226338097,0.03984375,0.0
u01,0.3052694971394158,0.2709415463168544,0.15876105268665305,0.019828869047619047,0.0
u01,0.08500451671183379,0.19695951221830676,0.11057395489980641,0.040401785714285716,0.0
u01,0.0,0.049579369767583974,0.0,0.014657738095238095,0.0
u03,0.0,0.0,0.0,0.0,0.0
u03,0.0,0.0,0.0,0.0,0.0
u03,0.6647596105590685,0.0,0.2101710877413279,0.0,0.0
u03,0.36439827361236576,0.08885177112826675,0.24944278763145503,0.008407738095238095,0.0
u03,0.0,0.02885000577135912,0.0,0.003087797619047619,0.0
u03,0.3230051189400783,0.07736337156010022,0.33089520221838536,0.016480654761904762,0.0
u03,0.0,0.003415286632853292,0.4239627478679433,0.0011532738095238095,0.0
u03,0.40736725885777375,0.0027906218809198866,0.0,0.00078125,0.0
u03,0.0,0.0925114917944853,0.0,0.009486607142857142,0.0
u03,0.3380909364649202,0.0009709462992008365,0.3283628943650918,0.002232142857142857,0.0
u03,0.0,0.07006429973044358,0.0,0.01402529761904762,0.0
u03,0.1222924821840811,0.003557873152316352,0.305164024485952,0.0,0.0
u03,0.0,0.07900651145105549,0.0,0.006324404761904762,0.0
u03,0.3010739737027,0.08716110239749048,0.3856328153612724,0.02154017857142857,0.0
u03,0.21848840710629328,0.002159167294726336,0.30241197090985195,0.0013392857142857143,0.0
u03,0.12317575027602128,0.08968013090800453,0.3131795113273688,0.015848214285714285,0.0
u03,0.0720164609053498,0.003143693262447464,0.0,0.0,0.0
u03,0.3731908059821339,0.0799299289104353,0.0,0.004985119047619047,0.0
u03,0.0,0.0035442934837960605,0.3726887458797677,0.0,0.0
u03,0.0,0.02098737769811039,0.234259404593732,0.0,0.0
u03,0.254883067349192,0.032883167321885676,0.33496573013132425,0.006882440476190476,0.0
u03,0.6658636956739937,0.005268911385873071,0.47752838382252916,0.001525297619047619,0.0
u03,0.4481280738733313,0.0475627889923207,0.44417935436613826,0.01134672619047619,0.0
u03,0.04044966375589682,0.0034017069643330006,0.32967090461989224,0.0,0.0
u03,0.0,0.058025923587205236,0.0,0.026413690476190476,0.0
u03,0.0,0.04291175252412088,0.0,0.005171130952380952,0.0
u03,0.0,0.0003394917130072855,0.3597865327264166,0.0,0.0
u03,0.22758205359831377,0.03400348997480972,0.6746193690158531,0.0030133928571428573,0.0
u03,0.34382214192512295,0.05499086767292011,0.7058755820645634,0.008630952380952382,0.0
u03,0.49349593495934957,0.03275416047094291,0.3255271281326846,0.007217261904761905,0.0
u03,0.0,0.05152805220024579,0.2934442526029404,0.03404017857142857,0.0
u03,0.0,0.006002213485968808,0.04335269188510438,0.004241071428571428,0.0
u03,0.0,0.09268802748524908,0.20015696123057605,0.022879464285714284,0.0
u03,0.0,0.11274519788971951,0.0,0.024293154761904762,0.0
u03,0.15597711532670883,0.017381975705973017,0.2003662428713441,0.0003348214285714286,0.0
u03,0.3510689551339958,0.01215380332566082,0.5741851096112593,0.009635416666666667,0.0
u03,0.5887885175148048,0.0386205772717088,0.33628420446816304,0.013727678571428571,0.0
u03,0.0,0.0546785352969534,0.0,0.03846726190476191,0.0
u03,0.0,0.005343599562734674,0.0,0.0,0.0
u03,0.0,0.008161380780695143,0.0,0.0010044642857142856,0.0
u03,0.0,0.03863415694022909,0.0,0.0,0.0
u03,0.1641774565893807,0.024124281126297706,0.0,0.0,0.0
u03,0.17106293285155075,0.018298603331092688,0.509862397321195,0.004129464285714286,0.0
u03,0.40903342366757,0.03190543118842469,0.0,0.008370535714285714,0.0
u03,0.0,0.04759673816362143,0.0,0.005654761904761905,0.0
u03,0.0,0.0033541781245119808,0.0,0.0,0.0
u03,0.10185687042055606,0.0033949171300728547,0.0,0.0,0.0
u03,0.18041754491618991,0.03230603140977329,0.17517919740490764,0.0,0.0
u03,0.0,0.001731407736337156,0.3565740595406268,0.0011532738095238095,0.0
u03,0.0,0.00913232707989598,0.0,0.0012276785714285714,0.0
u03,0.2779182977014955,0.04350925793901371,0.09370585465390048,0.0040178571428571425,0.0
u03,0.6239486098564689,0.0037344088430801402,0.0,0.0,0.0
u03,0.0,0.0396458422449908,0.0,0.011421130952380952,0.0
u03,0.0,0.00031233237596670267,0.0,0.0,0.0
u03,0.0,0.0,0.0,0.0,0.0
u03,0.0,0.0,0.0,0.0,0.0
u03,0.0,0.0,0.0,0.0,0.0
u03,0.05889792231255646,0.0,0.0,0.0,0.0
u03,0.0,0.038878590973594335,0.0,0.010714285714285714,0.0
u03,0.0,0.002267804642888667,0.0,0.0,0.0
u04,0.0,0.0,0.0,0.0,0.0
u04,0.0,0.0,0.0,0.0,0.0
u04,0.8803673592291479,0.0,0.5508920629937739,0.0,0.0
u04,0.2984944293887383,0.3208604077974457,0.0,0.05316220238095238,0.0
u04,0.46645588678109,0.25480211028048805,0.24549782870297704,0.04973958333333333,0.0
u04,0.30549031416240086,0.3139008276807963,0.31166221943180034,0.08139880952380953,0.0
u04,0.5527953427682425,0.22687552196850874,0.2487103018887668,0.05167410714285714,0.0
u04,0.6561075981130182,0.2729309677550771,0.2653272641657511,0.06595982142857143,0.0
u04,0.9571313861286761,0.2695496302935245,0.5495003400826662,0.07220982142857142,0.0
u04,0.6106594399277326,0.19415531066886657,0.2934233244388636,0.05186011904761905,0.0
u04,0.3393255043661548,0.2690336028897535,0.0,0.052455357142857144,0.0
u04,0.859961858877848,0.27667895626667754,0.4732904305969759,0.06134672619047619,0.0
u04,0.6919201043862291,0.27729004135009067,0.35079788625542824,0.06354166666666666,0.0
u04,0.38816621499548326,0.45472878007047846,0.4112070318631298,0.2702752976190476,0.0
u04,0.6439726989862491,0.334623401842761,0.0,0.026339285714285714,0.0
u04,0.6919401786610458,0.2720550791355183,0.5746873855491027,0.06532738095238096,0.0
u04,0.35282545418046773,0.2725711065392894,0.0,0.06592261904761905,0.0
u04,0.6461306835290576,0.29050305882033417,0.3088578454455083,0.07161458333333333,0.0
u04,0.10426578339857473,0.29141968644545385,0.0,0.05360863095238095,0.0
u04,0.4882665863695674,0.31943454260281506,0.2282530215036886,0.060267857142857144,0.0
u04,0.8516812205159089,0.37442541027573517,0.2860670747658662,0.09449404761904762,0.0
u04,0.6101174345076784,0.2098126684727626,0.37019829435462775,0.042299107142857145,0.0
u04,0.22161999397771756,0.3046327039156974,0.2884947417987757,0.048623511904761905,0.0
u04,0.5948609856468935,0.3483524467167756,0.24122848323130852,0.050967261904761904,0.0
u04,0.6883569206062431,0.30753196314477965,0.24387589598702453,0.06436011904761904,0.0
u04,0.4563886379604537,0.22568730097298326,0.5602888086642599,0.06919642857142858,0.0
u04,0.24625112917795844,0.35211401489689637,0.0,0.15904017857142858,0.0
u04,0.36458897922312555,0.3483456568825155,0.0,0.09702380952380953,0.0
u04,0.6838201344976412,0.29113451340652774,0.2641866792235651,0.16923363095238095,0.0
u04,0.49345578640971594,0.2708668581399928,0.2805106472034741,0.04490327380952381,0.0
u04,0.8484693365452173,0.19159554315279165,0.5759012190655575,0.04259672619047619,0.0
u04,0.47468633945598715,0.23394373943332042,0.0,0.06380208333333333,0.0
u04,0.6397269898624912,0.25925624155514365,0.33304033903625807,0.05375744047619048,0.0
u04,0.9196426779082606,0.27642773239905216,0.6294459268560666,0.05107886904761905,0.0
u04,0.22077687443541102,0.32107089265951017,0.0,0.03802083333333333,0.0
u04,0.4587373281140219,0.2073072196307688,0.27066394600533666,0.05018601190476191,0.0
u04,0.2628826658636957,0.3014822208189898,0.3901742269659394,0.04326636904761905,0.0
u04,0.7212787313058315,0.21337733145933907,0.3127818762099095,0.04642857142857143,0.0
u04,0.9701094047977517,0.22901431976045464,0.560655051535604,0.0521577380952381,0.0
u04,0.20896316370571114,0.17485860170153247,0.31766860252184376,0.05509672619047619,0.0
u04,0.8152163003111512,0.22904826893175537,0.06813163815204311,0.23448660714285716,0.0
u04,0.507909264277828,0.43567650513650963,0.30212944069481507,0.24639136904761905,0.0
u04,0.16537187594098163,0.27659068842129564,0.0,0.08273809523809524,0.0
u04,0.4503563183779986,0.23470420087045676,0.22227803065976037,0.05178571428571429,0.0
u04,0.864036936665663,0.3449032109126216,0.6055354993983153,0.04241071428571429,0.0
u04,0.5008431195423065,0.31928516624909187,0.0,0.04263392857142857,0.0
u04,0.6876442838502459,0.30815662789671305,0.2721079893266363,0.05673363095238095,0.0
u04,0.6457392351701294,0.3038111339702198,0.23804740229163396,0.03240327380952381,0.0
u04,0.52128876844324,0.3378282036135498,0.29025270758122745,0.058816964285714285,0.0
u04,0.6860985646893506,0.24260077811500622,0.23436404541411604,0.049479166666666664,0.0
u04,0.721800662451069,0.28335336334440075,0.2897818238894993,0.038430059523809526,0.0
u04,0.6716450868212386,0.2143482777585399,0.2983623711609899,0.0515625,0.0
u04,0.6758004617083208,0.3016994955153145,0.2566734683199916,0.04441964285714286,0.0
u04,0.7689551339957844,0.27969364267818225,0.4756134568095014,0.04787946428571429,0.0
u04,0.3272608652012446,0.34459087853665493,0.0,0.06733630952380952,0.0
u04,0.1505470239887584,0.24069962452216542,0.0,0.1203125,0.0
u04,0.5678811602930844,0.33363208604077976,0.0,0.1421875,0.0
u04,0.6993074375188196,0.20901825786432554,0.29330821953644115,0.04494047619047619,0.0
u04,0.5418046773060323,0.18260580259235873,0.2647726678177157,0.030208333333333334,0.0
u04,0.0,0.1680619776071266,0.0,0.025967261904761906,0.0
u04,0.0,0.006042952491529681,0.0,0.0,0.0
u05,0.0,0.0,0.0,0.0,0.0
u05,0.0,0.0,0.0,0.0,0.0
u05,0.0,0.0,0.0,0.0,0.0
u05,0.8739636655625815,0.25416386586003437,0.0,0.03370535714285714,0.0
u05,0.09731004717454582,0.15487611947392363,0.34660178935802854,0.06097470238095238,0.0
u05,0.22461106092542407,0.3148106654716558,0.05160885261340449,0.0404389880952381,0.0
u05,0.7343571213489912,0.24373468043645055,0.3625385863025166,0.1269717261904762,0.0
u05,0.5760413530061227,0.16806876744138677,0.366598650133417,0.04988839285714286,0.0
u05,0.15030613269095655,0.2117613509054244,0.3446240778527704,0.04802827380952381,0.0
u05,0.672779283348389,0.202608654322748,0.3740490765447601,0.016183035714285716,0.0
u05,0.40331225534477566,0.2681645041044548,0.039658870925548054,0.03415178571428571,0.0
u05,0.4641674194519723,0.20749054515579274,0.28163030398158323,0.031026785714285715,0.0
u05,0.31117133393556157,0.24498400994031735,0.0,0.07414434523809524,0.0
u05,0.7072969988959149,0.21360818582418403,0.4056715324648145,0.1422247023809524,0.0
u05,0.5134798755394961,0.1499399099667977,0.0,0.06510416666666667,0.0
u05,0.7814112215196226,0.21594388880967416,0.3065871396431748,0.06722470238095238,0.0
u05,0.6016962762220215,0.09139116914156126,0.6971485376445351,0.02779017857142857,0.0
u05,0.21909063535079795,0.14592032808479144,0.09523361063150736,0.035863095238095236,0.0
u05,0.3470340258958145,0.11859803502196511,0.5108250928687281,0.026748511904761903,0.0
u05,0.11966275218307738,0.0071632751444537235,0.0634855857269921,0.013616071428571429,0.0
u05,0.8023788015657934,0.23860835557004054,0.15902265473761315,0.1722842261904762,0.0
u05,0.554371173341363,0.20975155996442127,0.49711714539841995,0.04285714285714286,0.0
u05,0.28360935461206466,0.1575445243381609,0.3763197823470936,0.018452380952380953,0.0
u05,0.3825855665964067,0.01478146918433721,0.0,0.007254464285714286,0.0
u05,0.6103181772558466,0.2279822649529125,0.20267880500183122,0.04151785714285714,0.0
u05,0.06066445849643681,0.13272768011732833,0.0,0.01246279761904762,0.0
u05,0.10321188397069156,0.13942924653209215,0.0,0.05621279761904762,0.0
u05,0.06967780788919001,0.14092979990358434,0.38606184272484695,0.02273065476190476,0.0
u05,0.0591187393355415,0.17161985075944297,0.41403233401349865,0.030691964285714284,0.0
u05,0.39514202549432903,0.1501028659890412,0.5244702558468058,0.050520833333333334,0.0
u05,0.5356017263876343,0.18582418403166778,0.0,0.042261904761904764,0.0
u05,0.6722272407909264,0.1600703426829351,0.0,0.05755208333333333,0.0
u05,0.121118137107297,0.15391196300898294,0.4157379793857584,0.023995535714285716,0.0
u05,0.7996085516410719,0.16749163152927438,0.038518285983362106,0.02972470238095238,0.0
u05,0.0,0.11185572960164042,0.24482812745251922,0.006584821428571429,0.0
u05,0.15525444143330322,0.03963905241073065,0.03908334641343588,0.027492559523809523,0.0
u05,0.44337047074174446,0.2031178918922589,0.8652121592633286,0.016294642857142858,0.0
u05,0.6959751078992271,0.1296654648660026,0.0,0.01328125,0.0
u05,0.4831275720164609,0.21002994316908724,0.27357296081201277,0.017819940476190475,0.0
u05,0.30647395362842517,0.07970586437985049,0.0,0.006212797619047619,0.0
u05,0.5040248921007728,0.23071856815975123,0.060053366818395855,0.04453125,0.0
u05,0.9716450868212386,0.15522919085545123,0.4575001308010255,0.07659970238095239,0.0
u05,0.3830272006423768,0.14621908079223786,0.12212630147020352,0.021242559523809525,0.0
u05,0.3459299407808893,0.14456915106702245,0.0,0.01685267857142857,0.0
u05,0.0,0.028367927538888775,0.0,0.0014508928571428572,0.0
u05,0.28654019873532066,0.1527441115162379,0.04919164966253335,0.02425595238095238,0.0
u05,0.14640168623908462,0.13521954929080182,0.0,0.03218005952380952,0.0
u05,0.13363444745558567,0.1321573340394761,0.03809972270182598,0.01804315476190476,0.0
u05,0.32144936264177454,0.059091927566048114,0.0,0.003831845238095238,0.0
u05,0.3174445448158185,0.20697451775202166,0.05194370323863339,0.00818452380952381,0.0
u05,0.42198133092442036,0.12783220961576328,0.31556532203212473,0.014508928571428572,0.0
u05,0.44765632841513603,0.08771786880682242,0.0,0.008965773809523809,0.0
u05,0.24891097059118739,0.1867000726512266,0.3700099408779365,0.06767113095238095,0.0
u05,0.0,0.04211734191568384,0.0,0.06138392857142857,0.0
u05,0.0,0.012255650839563006,0.0,0.0,0.0
u05,0.17433503964669275,0.12484468254129917,0.0,0.009858630952380952,0.0
u05,0.2725283549131788,0.09791619986556128,0.04267252655260817,0.006733630952380953,0.0
